"Worksheet exported from: C:\Users\icpoes\Documents\Agilent\ICP Expert\My Results\roasted_coffees_QC.esws"
"Instrument name",""
"Software version","7.7.0.13059"
"Firmware version",""

""
"Label","Rack:Tube","Type","Measurement","Date Time","Element","Element Label","Flags","Unadjusted Data","Concentration","Unit","Intensity","Concentration SD","Concentration % RSD","Intensity SD","Intensity % RSD","%RSE","Weight","Volume","Dilution","Internal Standard","Calibration fit","Correlation coefficient","Background correction","%RSE limit","Calibration Coefficient [1]","Calibration Coefficient [2]","Calibration Coefficient [3]","LIMS ID","Customer","Customer Ref.","Sample Date Time","Sample Site","Description","Replicates","Concentration Replicate 1","Concentration Replicate 2","Concentration Replicate 3","Intensity Replicate 1","Intensity Replicate 2","Intensity Replicate 3","Flags Replicate 1","Flags Replicate 2","Flags Replicate 3"
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","As 234.984","As","","Uncal","Uncal","ppm","157.40","-","-","5.16","3.28","31.19","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","116.420470255263","1860.0368996676","-","","","","","","","3","Uncal","Uncal","Uncal","160.56","160.20","151.45","Uncal","Uncal","Uncal"
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","B 182.577","B","","Uncal","Uncal","ppm","547.56","-","-","10.13","1.85","113.52","1","1","1","-","Weighted Linear Through None","0.89688","Fitted","-","2693.44516504999","5842.02046479558","-","","","","","","","3","Uncal","Uncal","Uncal","543.18","540.36","559.14","Uncal","Uncal","Uncal"
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","B 208.889","B","","Uncal","Uncal","ppm","400.58","-","-","10.39","2.59","62.66","1","1","1","-","Weighted Linear Through None","0.89688","Fitted","-","1903.5794426053","4403.06911554322","-","","","","","","","3","Uncal","Uncal","Uncal","390.55","411.30","399.88","Uncal","Uncal","Uncal"
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","B 208.956","B","","Uncal","Uncal","ppm","672.17","-","-","4.58","0.68","72.53","1","1","1","-","Weighted Linear Through None","0.89383","Fitted","-","3334.47916904287","7573.10374824204","-","","","","","","","3","Uncal","Uncal","Uncal","675.81","667.03","673.68","Uncal","Uncal","Uncal"
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","B 249.678","B","","Uncal","Uncal","ppm","3555.51","-","-","23.93","0.67","116.75","1","1","1","-","Weighted Linear Through None","0.89706","Fitted","-","18496.3923377988","40435.0672548921","-","","","","","","","3","Uncal","Uncal","Uncal","3541.09","3542.30","3583.14","Uncal","Uncal","Uncal"
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","B 249.772","B","","Uncal","Uncal","ppm","6601.48","-","-","17.05","0.26","30.34","1","1","1","-","Weighted Linear Through None","0.89718","Fitted","-","31517.2838986966","76597.4722617362","-","","","","","","","3","Uncal","Uncal","Uncal","6593.60","6589.80","6621.04","Uncal","Uncal","Uncal"
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Ba 230.424","Ba","","0.08","0.08","ppm","8035.32","0.00","0.19","15.03","0.19","1.45","1","1","1","-","Weighted Linear Through None","1.00000","Fitted","-","25.7694783960816","95643.957401912","-","","","","","","","3","0.08","0.08","0.08","8029.84","8052.32","8023.79","","",""
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Ba 233.527","Ba","","0.08","0.08","ppm","10017.20","0.00","0.45","45.11","0.45","1.46","1","1","1","-","Weighted Linear Through None","1.00000","Fitted","-","21.8327540423689","118595.758166904","-","","","","","","","3","0.08","0.08","0.08","10046.06","9965.21","10040.33","","",""
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Ba 455.403","Ba","","0.08","0.08","ppm","221238.04","0.00","0.23","510.01","0.23","1.66","1","1","1","-","Weighted Linear Through None","1.00000","Fitted","-","245.877375861725","2654458.60341707","-","","","","","","","3","0.08","0.08","0.08","221536.29","220649.15","221528.68","","",""
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Ba 493.408","Ba","","0.08","0.08","ppm","205636.05","0.00","0.23","466.55","0.23","2.73","1","1","1","-","Weighted Linear Through None","1.00000","Fitted","-","105.366658265735","2484351.52519671","-","","","","","","","3","0.08","0.08","0.08","206066.69","205140.41","205701.06","","",""
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Ba 614.171","Ba","","0.08","0.08","ppm","107062.16","0.00","0.40","429.88","0.40","2.25","1","1","1","-","Weighted Linear Through None","1.00000","Fitted","-","107.085017114395","1294150.53916722","-","","","","","","","3","0.08","0.08","0.08","106744.49","106890.68","107551.32","","",""
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Be 234.861","Be","u","0.00","0.00","ppm","19.65","0.00","132.78","7.97","40.55","6.36","1","1","1","-","Weighted Linear Through None","0.99998","Fitted","-","13.6489012121675","557200.023427432","-","","","","","","","3","0.00","0.00","0.00","24.73","10.47","23.75","","u",""
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Be 249.473","Be","u","0.00","0.00","ppm","34.97","0.00","211.88","23.12","66.11","8.33","1","1","1","-","Weighted Linear Through None","0.99997","Fitted","-","24.0591551655043","23561.4707577952","-","","","","","","","3","0.00","0.00","0.00","33.58","58.76","12.58","","","u"
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Be 265.062","Be","","0.00","0.00","ppm","16.21","0.00","13.71","5.23","32.28","6.94","1","1","1","-","Weighted Linear Through None","0.99997","Fitted","-","-21.9668852890757","7773.59730329364","-","","","","","","","3","0.01","0.01","0.00","19.10","19.37","10.17","","",""
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Be 313.042","Be","u","0.00","0.00","ppm","522.22","0.00","77.72","29.81","5.71","3.42","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","560.580420864678","3193179.22937054","-","","","","","","","3","0.00","0.00","0.00","552.12","522.05","492.50","u","u","u"
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Be 313.107","Be","","0.00","0.00","ppm","13.27","0.00","63.31","7.06","53.19","5.37","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","2.12107621150248","1623189.60192","-","","","","","","","3","0.00","0.00","0.00","7.97","10.55","21.28","","",""
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Bi 190.171","Bi","","0.01","0.01","ppm","9.49","0.00","42.00","2.48","26.11","2.52","1","1","1","-","Weighted Linear Through None","1.00000","Fitted","-","3.59121674783945","662.489877104207","-","","","","","","","3","0.01","0.01","0.01","9.71","11.86","6.92","","",""
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Bi 206.163","Bi","","0.00","0.00","ppm","12.83","0.00","27.98","2.64","20.55","3.14","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","3.40516074408515","6079.6431971018","-","","","","","","","3","0.00","0.00","0.00","12.07","10.65","15.76","","",""
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Bi 222.821","Bi","","Uncal","Uncal","ppm","25.84","-","-","9.08","35.16","11.12","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","19.4545445354304","1617.60319516582","-","","","","","","","3","Uncal","Uncal","Uncal","30.04","15.41","32.05","Uncal","Uncal","Uncal"
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Bi 223.061","Bi","","0.00","0.00","ppm","14.76","0.00","37.07","3.39","23.00","7.24","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","5.60166035326417","4426.4199607802","-","","","","","","","3","0.00","0.00","0.00","18.30","11.53","14.44","","",""
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Bi 306.771","Bi","","Uncal","Uncal","ppm","20310.52","-","-","35.71","0.18","36.31","1","1","1","-","Weighted Linear Through None","0.99996","Fitted","-","19815.1470961799","8111.5516277561","-","","","","","","","3","Uncal","Uncal","Uncal","20350.02","20301.02","20280.53","Uncal","Uncal","Uncal"
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Ca 315.887","Ca","","Uncal","Uncal","ppm","203536.97","-","-","2686.33","1.32","19.41","1","1","1","-","Weighted Linear Through None","1.00000","Fitted","-","52.3428920030827","17677.8612701051","-","","","","","","","3","Uncal","Uncal","Uncal","205868.50","200599.39","204143.01","Uncal","Uncal","Uncal"
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Ca 317.933","Ca","","Uncal","Uncal","ppm","783092.68","-","-","3475.00","0.44","16.89","1","1","1","-","Weighted Linear Through None","1.00000","Fitted","-","390.68116376014","66028.5225378378","-","","","","","","","3","Uncal","Uncal","Uncal","783273.14","786473.93","779530.97","Uncal","Uncal","Uncal"
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Ca 393.366","Ca","","Uncal","Uncal","ppm","29690595.10","-","-","93006.92","0.31","29.22","1","1","1","-","Weighted Linear Through None","0.99987","Fitted","-","8643.09852172228","3278839.33547221","-","","","","","","","3","Uncal","Uncal","Uncal","29588573.71","29770657.73","29712553.85","Uncal","Uncal","Uncal"
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Ca 396.847","Ca","","####","####","ppm","####","-","-","-","N/A","24.71","1","1","1","-","Weighted Linear Through None","0.99995","Fitted","-","14343.5467198094","5587238.53730268","-","","","","","","","3","####","####","####","####","####","####","####Uncal","####Uncal","####Uncal"
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Ca 422.673","Ca","o","11.70","11.70","ppm","3030252.34","0.03","0.24","7301.45","0.24","9.38","1","1","1","-","Weighted Linear Through None","0.99997","Fitted","-","630.070393845016","259000.249293185","-","","","","","","","3","11.73","11.68","11.68","3038656.83","3025471.63","3026628.57","o","o","o"
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Cd 214.439","Cd","","0.00","0.00","ppm","14.59","0.00","47.18","8.31","57.00","4.36","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","-3.0339231792168","73012.9163119792","-","","","","","","","3","0.00","0.00","0.00","20.17","5.03","18.56","","",""
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Cd 226.502","Cd","","0.00","0.00","ppm","49.81","0.00","38.27","9.60","19.28","3.82","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","24.7159132935387","108785.072040905","-","","","","","","","3","0.00","0.00","0.00","60.27","47.79","41.38","","",""
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Cd 228.802","Cd","","0.00","0.00","ppm","38.37","0.00","6.41","9.76","25.43","6.04","1","1","1","-","Weighted Linear Through None","0.99998","Fitted","-","-113.837552909101","60632.0619840321","-","","","","","","","3","0.00","0.00","0.00","29.68","36.51","48.92","","",""
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Cd 326.105","Cd","","Uncal","Uncal","ppm","160.02","-","-","1.15","0.72","18.56","1","1","1","-","Weighted Linear Through None","0.99996","Fitted","-","178.299379811206","1289.36321754988","-","","","","","","","3","Uncal","Uncal","Uncal","161.09","160.15","158.81","Uncal","Uncal","Uncal"
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Cd 361.051","Cd","","Uncal","Uncal","ppm","58.30","-","-","37.58","64.47","71.49","1","1","1","-","Weighted Linear Through None","0.99995","Fitted","-","-63.0428991268409","3095.31399801395","-","","","","","","","3","Uncal","Uncal","Uncal","29.83","100.90","44.16","Uncal","Uncal","Uncal"
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Co 228.615","Co","","0.00","0.00","ppm","158.80","0.00","9.49","6.04","3.81","4.52","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","95.1433973422172","34387.947994769","-","","","","","","","3","0.00","0.00","0.00","155.19","165.77","155.43","","",""
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Co 230.786","Co","","0.00","0.00","ppm","33.98","0.00","38.26","11.07","32.57","2.93","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","5.06005237048885","29169.7923196409","-","","","","","","","3","0.00","0.00","0.00","35.01","44.49","22.43","","",""
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Co 231.160","Co","","0.00","0.00","ppm","35.88","0.00","3.31","1.29","3.58","2.55","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","-3.01965813625247","18342.6922904249","-","","","","","","","3","0.00","0.00","0.00","36.31","36.89","34.43","","",""
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Co 237.863","Co","","0.00","0.00","ppm","78.92","0.00","6.77","3.49","4.42","3.58","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","27.439879287097","40889.9181356556","-","","","","","","","3","0.00","0.00","0.00","82.41","75.44","78.90","","",""
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Co 238.892","Co","","0.00","0.00","ppm","32.73","0.00","35.04","7.40","22.60","3.75","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","11.6190917205884","32867.2316593313","-","","","","","","","3","0.00","0.00","0.00","29.17","27.79","41.24","","",""
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Cr 205.560","Cr","","0.00","0.00","ppm","24.95","0.00","14.01","2.63","10.54","3.98","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","6.17951254302295","31067.2827689319","-","","","","","","","3","0.00","0.00","0.00","24.85","27.63","22.37","","",""
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Cr 206.158","Cr","","0.00","0.00","ppm","16.41","0.00","3.51","0.54","3.31","3.05","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","0.94129691795348","9367.42533855283","-","","","","","","","3","0.00","0.00","0.00","15.79","16.65","16.80","","",""
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Cr 206.550","Cr","","0.00","0.00","ppm","42.29","0.00","33.36","9.82","23.23","3.41","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","12.8435199835379","21637.7307693486","-","","","","","","","3","0.00","0.00","0.00","30.95","47.78","48.13","","",""
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Cr 267.716","Cr","","0.00","0.00","ppm","66.19","0.00","13.79","9.45","14.27","4.13","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","-2.34993909172056","73245.5048342338","-","","","","","","","3","0.00","0.00","0.00","69.63","55.51","73.45","","",""
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Cr 283.563","Cr","","0.00","0.00","ppm","1079.64","0.00","3.71","4.59","0.43","4.70","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","955.992347875022","119974.111662295","-","","","","","","","3","0.00","0.00","0.00","1077.57","1084.90","1076.45","","",""
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Cs 455.522","Cs","","Uncal","Uncal","ppm","44.04","-","-","24.81","56.34","14650.02","1","1","1","-","Weighted Linear Through None","0.88674","Fitted","-","168.999430422409","11.1203702027049","-","","","","","","","3","Uncal","Uncal","Uncal","26.43","33.27","72.41","Uncal","Uncal","Uncal"
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Cs 459.311","Cs","","Uncal","Uncal","ppm","173.04","-","-","66.13","38.22","489.50","1","1","1","-","Weighted Linear Through None","0.89129","Fitted","-","64.2211477330459","30.422086963777","-","","","","","","","3","Uncal","Uncal","Uncal","97.27","202.66","219.19","Uncal","Uncal","Uncal"
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Cs 672.328","Cs","","Uncal","Uncal","ppm","9179.04","-","-","47.22","0.51","2797.87","1","1","1","-","Weighted Linear Through None","0.91018","Fitted","-","9230.81120953896","92.2225359519152","-","","","","","","","3","Uncal","Uncal","Uncal","9126.18","9217.06","9193.87","Uncal","Uncal","Uncal"
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Cs 697.327","Cs","","Uncal","Uncal","ppm","32.45","-","-","17.88","55.10","5926.25","1","1","1","-","Weighted Linear Through None","0.90835","Fitted","-","33.3380917130296","11.6252781016192","-","","","","","","","3","Uncal","Uncal","Uncal","48.99","34.86","13.49","Uncal","Uncal","Uncal"
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Cu 213.598","Cu","","0.09","0.09","ppm","2115.89","0.00","3.34","70.64","3.34","2.76","1","1","1","-","Weighted Linear Through None","1.00000","Fitted","-","2.03642227957143","22523.1466945538","-","","","","","","","3","0.10","0.09","0.10","2145.02","2035.34","2167.30","","",""
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Cu 223.009","Cu","","0.14","0.14","ppm","1358.92","0.00","1.64","21.32","1.57","8.09","1","1","1","-","Weighted Linear Through None","1.00000","Fitted","-","58.5641381105161","9624.26553173763","-","","","","","","","3","0.14","0.13","0.14","1361.40","1336.46","1378.89","","",""
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Cu 224.700","Cu","","0.13","0.13","ppm","1365.88","0.00","0.72","9.76","0.71","2.90","1","1","1","-","Weighted Linear Through None","1.00000","Fitted","-","15.5369398347876","10565.9821530702","-","","","","","","","3","0.13","0.13","0.13","1359.93","1360.57","1377.14","","",""
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Cu 324.754","Cu","","0.14","0.14","ppm","10050.51","0.00","0.37","34.78","0.35","5.40","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","743.590123181281","68610.9877117265","-","","","","","","","3","0.14","0.14","0.14","10073.58","10010.50","10067.45","","",""
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Cu 327.395","Cu","","0.13","0.13","ppm","7296.58","0.00","0.29","21.22","0.29","3.01","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","27.58939085005","54827.5090178264","-","","","","","","","3","0.13","0.13","0.13","7295.49","7275.93","7318.32","","",""
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Fe 234.350","Fe","","0.29","0.29","ppm","9724.74","0.00","0.24","23.05","0.24","4.23","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","46.7407116319258","32963.9579236067","-","","","","","","","3","0.29","0.29","0.29","9700.82","9726.59","9746.81","","",""
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Fe 238.204","Fe","","0.30","0.30","ppm","29353.39","0.00","0.21","61.61","0.21","5.50","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","53.3513346872876","96397.3220406348","-","","","","","","","3","0.30","0.30","0.30","29398.37","29283.17","29378.63","","",""
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Fe 239.563","Fe","","0.29","0.29","ppm","4859.37","0.00","0.19","9.13","0.19","3.86","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","21.5199593737441","16472.4742367202","-","","","","","","","3","0.29","0.29","0.29","4855.30","4869.82","4852.99","","",""
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Fe 259.940","Fe","","0.29","0.29","ppm","15001.61","0.00","0.10","15.32","0.10","4.03","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","11.1624669295022","51630.6474616644","-","","","","","","","3","0.29","0.29","0.29","14985.81","15002.60","15016.41","","",""
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Fe 261.187","Fe","","0.30","0.30","ppm","6992.81","0.00","0.52","36.38","0.52","5.49","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","62.7698303379057","22874.6140319528","-","","","","","","","3","0.30","0.30","0.30","7000.82","6953.09","7024.52","","",""
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Ga 209.068","Ga","","Uncal","Uncal","ppm","17.99","-","-","4.05","22.49","180.90","1","1","1","-","Weighted Linear Through None","0.99787","Fitted","-","6.47476462683494","21.3316961983596","-","","","","","","","3","Uncal","Uncal","Uncal","18.03","13.92","22.02","Uncal","Uncal","Uncal"
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Ga 250.019","Ga","","Uncal","Uncal","ppm","16.38","-","-","2.09","12.77","14.12","1","1","1","-","Weighted Linear Through None","0.99998","Fitted","-","7.33912840133814","821.387973827382","-","","","","","","","3","Uncal","Uncal","Uncal","18.52","14.34","16.27","Uncal","Uncal","Uncal"
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Ga 287.423","Ga","","Uncal","Uncal","ppm","58.19","-","-","15.23","26.18","16.82","1","1","1","-","Weighted Linear Through None","0.99996","Fitted","-","-40.0771055855848","6522.3855241441","-","","","","","","","3","Uncal","Uncal","Uncal","45.26","74.98","54.33","Uncal","Uncal","Uncal"
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Ga 294.363","Ga","","0.01","0.01","ppm","25.84","0.00","8.31","6.76","26.15","8.42","1","1","1","-","Weighted Linear Through None","0.99997","Fitted","-","-55.4216172417862","11736.7550722368","-","","","","","","","3","0.01","0.01","0.01","25.56","32.73","19.23","","",""
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Ga 417.204","Ga","","Uncal","Uncal","ppm","127.35","-","-","36.10","28.35","10.57","1","1","1","-","Weighted Linear Through None","0.99995","Fitted","-","55.4736144618678","18636.7124937648","-","","","","","","","3","Uncal","Uncal","Uncal","167.11","118.33","96.61","Uncal","Uncal","Uncal"
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","In 230.606","In","","0.01","0.01","ppm","30.02","0.00","42.23","9.73","32.41","4.63","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","6.98020696101736","3302.54091067164","-","","","","","","","3","0.01","0.01","0.00","32.13","38.52","19.41","","",""
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","In 303.936","In","","0.02","0.02","ppm","44.44","0.00","26.01","10.14","22.83","7.12","1","1","1","-","Weighted Linear Through None","0.99996","Fitted","-","5.44069568498639","2426.67728682737","-","","","","","","","3","0.01","0.02","0.02","33.33","46.78","53.21","","",""
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","In 325.609","In","","0.01","0.01","ppm","81.61","0.00","2.54","2.53","3.10","11.23","1","1","1","-","Weighted Linear Through None","0.99997","Fitted","-","-17.8552604592492","7226.50608519977","-","","","","","","","3","0.01","0.01","0.01","83.19","78.69","82.94","","",""
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","In 410.176","In","u","0.01","0.01","ppm","291.08","0.01","97.82","70.76","24.31","12.17","1","1","1","-","Weighted Linear Through None","0.99988","Fitted","-","218.74954955397","8981.91511138463","-","","","","","","","3","0.02","0.00","0.01","359.70","218.37","295.18","","u",""
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","In 451.131","In","","Uncal","Uncal","ppm","2032.16","-","-","30.04","1.48","46.45","1","1","1","-","Weighted Linear Through None","0.99990","Fitted","-","1982.69748546336","3472.61297854239","-","","","","","","","3","Uncal","Uncal","Uncal","2046.86","2052.02","1997.60","Uncal","Uncal","Uncal"
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","K 404.414","K","","Uncal","Uncal","ppm","1795.17","-","-","13.32","0.74","5174.00","1","1","1","-","Weighted Linear Through None","0.46864","Fitted","-","-2448.34904961979","725.472607898506","-","","","","","","","3","Uncal","Uncal","Uncal","1810.54","1787.19","1787.77","Uncal","Uncal","Uncal"
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","K 404.721","K","","Uncal","Uncal","ppm","4100.08","-","-","15.94","0.39","137.67","1","1","1","-","Weighted Linear Through None","0.99821","Fitted","-","6.26183673734037","16.5181854076797","-","","","","","","","3","Uncal","Uncal","Uncal","4084.42","4116.29","4099.53","Uncal","Uncal","Uncal"
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","K 693.876","K","","Uncal","Uncal","ppm","17201.12","-","-","87.79","0.51","13968.85","1","1","1","-","Weighted Linear Through None","0.42629","Fitted","-","19308.8905252778","11.9226767925884","-","","","","","","","3","Uncal","Uncal","Uncal","17117.88","17292.85","17192.62","Uncal","Uncal","Uncal"
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","K 766.491","K","","Uncal","Uncal","ppm","7898194.45","-","-","30955.60","0.39","20.61","1","1","1","-","Weighted Linear Through None","0.99974","Fitted","-","-1258.56836292931","68914.759165721","-","","","","","","","3","Uncal","Uncal","Uncal","7924246.74","7863973.79","7906362.83","Uncal","Uncal","Uncal"
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","K 769.897","K","","Uncal","Uncal","ppm","8226916.51","-","-","40264.87","0.49","79.67","1","1","1","-","Weighted Linear Through None","0.99982","Fitted","-","13565.9051170005","64847.0845038005","-","","","","","","","3","Uncal","Uncal","Uncal","8268412.27","8188007.23","8224330.03","Uncal","Uncal","Uncal"
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Li 274.119","Li","","Uncal","Uncal","ppm","8.54","-","-","3.29","38.56","362.92","1","1","1","-","Weighted Linear Through None","0.99932","Fitted","-","5.64200148425298","53.9189118377306","-","","","","","","","3","Uncal","Uncal","Uncal","12.34","6.38","6.92","Uncal","Uncal","Uncal"
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Li 323.263","Li","","Uncal","Uncal","ppm","19.33","-","-","7.61","39.38","214.25","1","1","1","-","Weighted Linear Through None","0.99966","Fitted","-","4.94887639004978","122.149515964069","-","","","","","","","3","Uncal","Uncal","Uncal","24.37","10.57","23.04","Uncal","Uncal","Uncal"
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Li 460.289","Li","","Uncal","Uncal","ppm","60.51","-","-","12.17","20.11","32.89","1","1","1","-","Weighted Linear Through None","0.99986","Fitted","-","-2.99303506630963","7469.34025520561","-","","","","","","","3","Uncal","Uncal","Uncal","74.54","52.83","54.15","Uncal","Uncal","Uncal"
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Li 610.365","Li","","Uncal","Uncal","ppm","232.15","-","-","83.22","35.85","34.23","1","1","1","-","Weighted Linear Through None","0.99982","Fitted","-","-1012.02829583426","113030.355820004","-","","","","","","","3","Uncal","Uncal","Uncal","252.49","140.65","303.31","Uncal","Uncal","Uncal"
"500 mg Genua Blend 3","2:59","Sample","Original","5/6/2025 5:22:22 PM","Li 670.783","Li","","Uncal","Uncal","ppm","5714.34","-","-","77.37","1.35","19.66","1","1","1","-","Weighted Linear Through None","0.99986","Fitted","-","5531.1364532904","3847154.39418562","-","","","","","","","3","Uncal","Uncal","Uncal","5796.43","5703.83","5642.76","Uncal","Uncal","Uncal"
